0007,2941	0000,0000	0000,0000
0008,1784	0000,0000	0000,0000
0009,3557	0000,0000	0000,0000
0010,3046	0000,0000	0000,0000
0010,9269	0000,0000	0000,0000
0011,5087	0000,0000	0000,0000
0012,1826	0000,0000	0000,0000
0012,7098	0000,0000	0000,0000
0013,1796	0000,0000	0000,0000
0013,9387	0000,0000	0000,0000
0015,3193	0000,0000	0000,0000
0016,6516	0000,0000	0000,0000
0017,8562	0000,0000	0000,0000
0019,0015	0000,0000	0000,0000
0020,1706	0000,0000	0000,0000
0021,3322	0000,0000	0000,0000
0022,3286	0000,0000	0000,0000
0023,4048	0000,0000	0000,0000
0024,5608	0000,0000	0000,0000
0025,4868	0000,0000	0000,0000
0026,3959	0000,0000	0000,0000
0027,7542	0000,0000	0000,0000
0029,0525	0000,0000	0000,0000
0030,6021	0000,0000	0000,0000
0032,2039	0000,0000	0000,0000
0033,8427	0000,0000	0000,0000
0035,4661	0000,0000	0000,0000
0037,0286	0000,0000	0000,0000
0038,6449	0000,0000	0000,0000
0040,2282	0000,0000	0000,0000
0042,0191	0000,0000	0000,0000
0043,3451	0000,0000	0000,0000
0044,7437	0000,0000	0000,0000
0045,8481	0000,0000	0000,0000
0046,9254	0000,0000	0000,0000
0048,1047	0000,0000	0000,0000
0049,3118	0000,0000	0000,0000
0050,5012	0000,0000	0000,0000
0051,5986	0000,0000	0000,0000
0052,6442	0000,0000	0000,0000
0053,5699	0000,0000	0000,0000
0054,6218	0000,0000	0000,0000
0055,5429	0000,0000	0000,0000
0056,4590	0000,0000	0000,0000
0057,3031	0000,0000	0000,0000
0058,0495	0000,0000	0000,0000
0058,8692	0000,0000	0000,0000
0059,7200	0000,0000	0000,0000
0060,5102	0000,0000	0000,0000
0061,2511	0000,0000	0000,0000
0061,8901	0000,0000	0000,0000
0062,6841	0000,0000	0000,0000
0063,6628	0000,0000	0000,0000
0064,7900	0000,0000	0000,0000
0066,0810	0000,0000	0000,0000
0067,4769	0000,0000	0000,0000
0068,8396	0000,0000	0000,0000
0070,3376	0000,0000	0000,0000
0071,8085	0000,0000	0000,0000
0073,3345	0000,0000	0000,0000
0075,1002	0000,0000	0000,0000
0076,4974	0000,0000	0000,0000
0077,7846	0000,0000	0000,0000
0078,8903	0000,0000	0000,0000
0079,9082	0000,0000	0000,0000
0080,6887	0000,0000	0000,0000
0081,4613	0000,0000	0000,0000
0082,1368	0000,0000	0000,0000
0083,0485	0000,0000	0000,0000
0083,9478	0000,0000	0000,0000
0084,7223	0000,0000	0000,0000
0085,4880	0000,0000	0000,0000
0086,1779	0000,0000	0000,0000
0087,1227	0000,0000	0000,0000
0088,0503	0000,0000	0000,0000
0089,1142	0000,0000	0000,0000
0090,1488	0000,0000	0000,0000
0091,1234	0000,0000	0000,0000
0091,8602	0000,0000	0000,0000
0092,8449	0000,0000	0000,0000
0093,8196	0000,0000	0000,0000
0095,0075	0000,0000	0000,0000
0096,3575	0000,0000	0000,0000
0097,4795	0000,0000	0000,0000
0098,5905	0000,0000	0000,0000
0099,6437	0000,0000	0000,0000
0100,6915	0000,0000	0000,0000
0101,8034	0000,0000	0000,0000
0103,0427	0000,0000	0000,0000
0103,9777	0000,0000	0000,0000
0104,9058	0000,0000	0000,0000
0105,7210	0000,0000	0000,0000
0106,3663	0000,0000	0000,0000
0107,1428	0000,0000	0000,0000
0107,8947	0000,0000	0000,0000
0108,5828	0000,0000	0000,0000
0109,6520	0000,0000	0000,0000
0110,7156	0000,0000	0000,0000
0111,8773	0000,0000	0000,0000
0113,0404	0000,0000	0000,0000
0114,2320	0000,0000	0000,0000
0115,3155	0000,0000	0000,0000
0116,4894	0000,0000	0000,0000
0117,5867	0000,0000	0000,0000
0118,6764	0000,0000	0000,0000
0119,7947	0000,0000	0000,0000
0120,5115	0000,0000	0000,0000
0121,1911	0000,0000	0000,0000
0121,6531	0000,0000	0000,0000
0122,1955	0000,0000	0000,0000
0122,6592	0000,0000	0000,0000
0123,2265	0000,0000	0000,0000
0123,7541	0000,0000	0000,0000
0124,4379	0000,0000	0000,0000
